author_name,text_title,event_id,start_page_event,end_page_event,page_event_number,line,text_place_title,temporality,narrative_status,interaction,specific_interaction,violence,harmony,conflict,character_id,family_name,given_name,nickname,page_first_mentioned,gender,number,religion,relig_att_char,religious_conversion,vitality,cause_of_death,non-human,country_of_birth,presentmentioned,char_story_title,place_name,location_modality,location_religion,relig_att_loc,geolocation,ontology,location_name,mentioned,location_country,wkt,collection_id,collection_recordtitle,author_birth_location,gender_author,country_of_birth_author,birth_date,text_place_id,location_id,author_id,author_birth_place_id
"Sahni, Bhisham",Tamas,165,27,28,1,The two of them halted their horses,Top of hill (Alexander valley) in Tamas,NA,NA,NA,NA,NA,NA,NA,167,Deputy Commissioner,Richard,NA,27,Male,Single,Christian,Speculation,NA,NA,NA,NA,NA,Present,"Deputy Commissioner, Richard in Tamas",Top of hill (Alexander valley),Public,Unknown,Other-identified.Character other-attributed,CREATED,NA,Hindu Kush,NA,Pakistan,POINT(73.278809 36.897194),NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,176,2991,32,33
"Sahni, Bhisham",Tamas,165,27,28,1,The two of them halted their horses,Top of hill (Alexander valley) in Tamas,NA,NA,NA,NA,NA,NA,NA,169,Richard's wife,Liza,NA,27,Female,Single,Christian,Speculation,NA,NA,NA,NA,NA,Present,"Richard's wife, Liza in Tamas",Top of hill (Alexander valley),Public,Unknown,Other-identified.Character other-attributed,CREATED,NA,Hindu Kush,NA,Pakistan,POINT(73.278809 36.897194),NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,176,2991,32,33
"Sahni, Bhisham",Tamas,171,41,41,1,Vanaprasthi began to read the usual mantras,Congregation in Tamas,NA,NA,NA,NA,NA,NA,NA,178,The Sanskrit-knowing Brahman in the congregation,Vanaprasthi,NA,41,Male,Single,Hindu,Definitional,NA,NA,NA,NA,India,Present,"The Sanskrit-knowing Brahman in the congregation, Vanaprasthi in Tamas",Congregation,Public,Hindu,Definitional,NA,NA,NA,NA,NA,NA,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,200,NA,32,33
"Sahni, Bhisham",Tamas,201,76,76,1,"In the light of day, the city lay still",THE CITY in Tamas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Present,NA,THE CITY,Public,Unknown,Definitional,NA,NA,NA,NA,NA,NA,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,211,NA,32,33
"Sahni, Bhisham",Tamas,215,76,76,3,"A few milk shops were open here and there, and groups of men stood nearby",Milk Shops in Tamas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Present,NA,Milk Shops,Public,Unknown,Definitional,NA,NA,NA,NA,NA,NA,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,198,NA,32,33
"Sahni, Bhisham",Tamas,226,41,41,2,One could get a taste of Indian culture,Congregation in Tamas,NA,NA,NA,NA,NA,NA,NA,178,The Sanskrit-knowing Brahman in the congregation,Vanaprasthi,NA,41,Male,Single,Hindu,Definitional,NA,NA,NA,NA,India,Present,"The Sanskrit-knowing Brahman in the congregation, Vanaprasthi in Tamas",Congregation,Public,Hindu,Definitional,NA,NA,NA,NA,NA,NA,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,200,NA,32,33
"Sahni, Bhisham",Tamas,226,41,41,2,One could get a taste of Indian culture,Congregation in Tamas,NA,NA,NA,NA,NA,NA,NA,238,Congregation,People,NA,41,Unknown,Group,Hindu,Definitional,NA,NA,NA,NA,India,Present,"Congregation, People in Tamas",Congregation,Public,Hindu,Definitional,NA,NA,NA,NA,NA,NA,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,200,NA,32,33
"Sahni, Bhisham",Tamas,232,30,30,1,Richard and Liza walked through the bungalow’s many rooms,Richard & Liza's bungalow in Tamas,NA,NA,NA,NA,NA,NA,NA,167,Deputy Commissioner,Richard,NA,27,Male,Single,Christian,Speculation,NA,NA,NA,NA,NA,Present,"Deputy Commissioner, Richard in Tamas",Richard & Liza's bungalow,Private,Christian,Speculation,NA,NA,NA,NA,NA,NA,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,235,NA,32,33
"Sahni, Bhisham",Tamas,232,30,30,1,Richard and Liza walked through the bungalow’s many rooms,Richard & Liza's bungalow in Tamas,NA,NA,NA,NA,NA,NA,NA,169,Richard's wife,Liza,NA,27,Female,Single,Christian,Speculation,NA,NA,NA,NA,NA,Present,"Richard's wife, Liza in Tamas",Richard & Liza's bungalow,Private,Christian,Speculation,NA,NA,NA,NA,NA,NA,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,235,NA,32,33
"Sahni, Bhisham",Tamas,239,31,31,1,"Before sitting down to eat breakfast, Richard stopped",Richard & Liza's bungalow in Tamas,NA,NA,NA,NA,NA,NA,NA,167,Deputy Commissioner,Richard,NA,27,Male,Single,Christian,Speculation,NA,NA,NA,NA,NA,Present,"Deputy Commissioner, Richard in Tamas",Richard & Liza's bungalow,Private,Christian,Speculation,NA,NA,NA,NA,NA,NA,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,235,NA,32,33
"Sahni, Bhisham",Tamas,239,31,31,1,"Before sitting down to eat breakfast, Richard stopped",Richard & Liza's bungalow in Tamas,NA,NA,NA,NA,NA,NA,NA,169,Richard's wife,Liza,NA,27,Female,Single,Christian,Speculation,NA,NA,NA,NA,NA,Present,"Richard's wife, Liza in Tamas",Richard & Liza's bungalow,Private,Christian,Speculation,NA,NA,NA,NA,NA,NA,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,235,NA,32,33
"Hosain, Attia",Sunlight on a Broken Column,314,156,156,1,THE day after the reception the Viceroy was,"Lucknow, India in Sunlight on a Broken Column",NA,NA,NA,NA,NA,NA,NA,341,Viceroy,Unknown,NA,156,Male,Single,Christian,Speculation,NA,NA,NA,NA,NA,Present,"Viceroy, Unknown in Sunlight on a Broken Column","Lucknow, India",Geographical reference,Unknown|Unaffiliated,NA,CREATED,NA,Lucknow University,NA,India,POINT(80.936033 26.863315),NA,NA,Lucknow,Female,India,1913,370,22,21,5819
"Hosain, Attia",Sunlight on a Broken Column,314,156,156,1,THE day after the reception the Viceroy was,"Lucknow, India in Sunlight on a Broken Column",NA,NA,NA,NA,NA,NA,NA,318,Hasan,Zahra,NA,14,Female,Single,Muslim,NA,NA,NA,NA,NA,NA,Present,"Hasan, Zahra in Sunlight on a Broken Column","Lucknow, India",Geographical reference,Unknown|Unaffiliated,NA,CREATED,NA,Lucknow University,NA,India,POINT(80.936033 26.863315),NA,NA,Lucknow,Female,India,1913,370,22,21,5819
"Hosain, Attia",Sunlight on a Broken Column,322,1,1,1,The day my Aunt Abida moved from the zenana into the guest room,Zenana in Sunlight on a Broken Column,NA,NA,NA,NA,NA,NA,NA,315,Hasan,Abida,NA,14,Female,Single,Muslim,NA,NA,NA,NA,NA,NA,Present,"Hasan, Abida in Sunlight on a Broken Column",Zenana,Liminal,Muslim,Definitional,FALSE,NA,NA,TRUE,NA,NA,NA,NA,Lucknow,Female,India,1913,65,NA,21,5819
"Hosain, Attia",Sunlight on a Broken Column,322,1,1,1,The day my Aunt Abida moved from the zenana into the guest room,Zenana in Sunlight on a Broken Column,NA,NA,NA,NA,NA,NA,NA,310,Hasan,Syed Mohammad,NA,14,Male,Single,Muslim,NA,NA,NA,NA,NA,NA,Present,"Hasan, Syed Mohammad in Sunlight on a Broken Column",Zenana,Liminal,Muslim,Definitional,FALSE,NA,NA,TRUE,NA,NA,NA,NA,Lucknow,Female,India,1913,65,NA,21,5819
"Hosain, Attia",Sunlight on a Broken Column,328,18,18,1,Through the curtained door of the guest room came the sound of voices in argument,Zenana in Sunlight on a Broken Column,NA,NA,NA,NA,NA,NA,NA,327,Unknown,Mohsin,NA,18,Male,Single,Muslim,NA,NA,NA,NA,NA,India,Present,"Unknown, Mohsin in Sunlight on a Broken Column",Zenana,Liminal,Muslim,Definitional,FALSE,NA,NA,TRUE,NA,NA,NA,NA,Lucknow,Female,India,1913,65,NA,21,5819
"Hosain, Attia",Sunlight on a Broken Column,328,18,18,1,Through the curtained door of the guest room came the sound of voices in argument,Zenana in Sunlight on a Broken Column,NA,NA,NA,NA,NA,NA,NA,326,Unknown,Musa,NA,18,Male,Single,Muslim,Self-identified,NA,NA,NA,NA,India,Present,"Unknown, Musa in Sunlight on a Broken Column",Zenana,Liminal,Muslim,Definitional,FALSE,NA,NA,TRUE,NA,NA,NA,NA,Lucknow,Female,India,1913,65,NA,21,5819
"Hosain, Attia",Sunlight on a Broken Column,328,18,18,1,Through the curtained door of the guest room came the sound of voices in argument,Zenana in Sunlight on a Broken Column,NA,NA,NA,NA,NA,NA,NA,315,Hasan,Abida,NA,14,Female,Single,Muslim,NA,NA,NA,NA,NA,NA,Present,"Hasan, Abida in Sunlight on a Broken Column",Zenana,Liminal,Muslim,Definitional,FALSE,NA,NA,TRUE,NA,NA,NA,NA,Lucknow,Female,India,1913,65,NA,21,5819
"Hosain, Attia",Sunlight on a Broken Column,328,18,18,1,Through the curtained door of the guest room came the sound of voices in argument,Zenana in Sunlight on a Broken Column,NA,NA,NA,NA,NA,NA,NA,316,Hasan,Majida,NA,14,Female,Single,Muslim,NA,NA,NA,NA,NA,NA,Present,"Hasan, Majida in Sunlight on a Broken Column",Zenana,Liminal,Muslim,Definitional,FALSE,NA,NA,TRUE,NA,NA,NA,NA,Lucknow,Female,India,1913,65,NA,21,5819
"Hosain, Attia",Sunlight on a Broken Column,328,18,18,1,Through the curtained door of the guest room came the sound of voices in argument,Zenana in Sunlight on a Broken Column,NA,NA,NA,NA,NA,NA,NA,317,Hasan,Laila,NA,14,Female,Single,Muslim,NA,NA,NA,NA,NA,NA,Present,"Hasan, Laila in Sunlight on a Broken Column",Zenana,Liminal,Muslim,Definitional,FALSE,NA,NA,TRUE,NA,NA,NA,NA,Lucknow,Female,India,1913,65,NA,21,5819
"Hosain, Attia",Sunlight on a Broken Column,328,18,18,1,Through the curtained door of the guest room came the sound of voices in argument,Zenana in Sunlight on a Broken Column,NA,NA,NA,NA,NA,NA,NA,318,Hasan,Zahra,NA,14,Female,Single,Muslim,NA,NA,NA,NA,NA,NA,Present,"Hasan, Zahra in Sunlight on a Broken Column",Zenana,Liminal,Muslim,Definitional,FALSE,NA,NA,TRUE,NA,NA,NA,NA,Lucknow,Female,India,1913,65,NA,21,5819
"Pritam, Amrita",Pinjar,333,13,13,1,He had robbed her of her birthright,Rashida's home in Pinjar,NA,NA,NA,NA,NA,NA,Religion,297,Shaikh,Rashida,NA,4,Male,Single,Muslim,Other-identified.Narrator other-attributed,NA,NA,NA,NA,NA,Present,"Shaikh, Rashida in Pinjar",Rashida's home,Private,Muslim,Speculation,CREATED,NA,Sakar Village: Rashid's Home,NA,Pakistan,POINT(73.548589 32.544534),NA,NA,Mandi Bahauddin,Female,Pakistan,31 Aug  1919,334,3114,35,36
"Pritam, Amrita",Pinjar,335,14,14,1,At night she stole the key of the door,Rashida's home in Pinjar,NA,NA,NA,NA,NA,NA,Religion,248,Sahukars,Pooro,NA,1,Female,Single,Hindu,Other-identified.Narrator other-attributed,Hindu to Muslim,NA,NA,NA,Pakistan,Present,"Sahukars, Pooro in Pinjar",Rashida's home,Private,Muslim,Speculation,CREATED,NA,Sakar Village: Rashid's Home,NA,Pakistan,POINT(73.548589 32.544534),NA,NA,Mandi Bahauddin,Female,Pakistan,31 Aug  1919,334,3114,35,36
"Pritam, Amrita",Pinjar,336,14,14,2,unlocked the door and stepped out of her prison.,Rashida's home in Pinjar,NA,NA,NA,NA,NA,NA,NA,248,Sahukars,Pooro,NA,1,Female,Single,Hindu,Other-identified.Narrator other-attributed,Hindu to Muslim,NA,NA,NA,Pakistan,Present,"Sahukars, Pooro in Pinjar",Rashida's home,Private,Muslim,Speculation,CREATED,NA,Sakar Village: Rashid's Home,NA,Pakistan,POINT(73.548589 32.544534),NA,NA,Mandi Bahauddin,Female,Pakistan,31 Aug  1919,334,3114,35,36
"Pritam, Amrita",Pinjar,337,14,14,3,Pooro rattled the chain.,"Pooro's home, Chatto village in Pinjar",NA,NA,NA,NA,NA,NA,Religion,248,Sahukars,Pooro,NA,1,Female,Single,Hindu,Other-identified.Narrator other-attributed,Hindu to Muslim,NA,NA,NA,Pakistan,Present,"Sahukars, Pooro in Pinjar","Pooro's home, Chatto village",Private,Hindu,Speculation,CREATED,NA,Chatto Village: Pooro's Home,NA,Pakistan,POINT(73.48151 32.574085),NA,NA,Mandi Bahauddin,Female,Pakistan,31 Aug  1919,338,3112,35,36
"Pritam, Amrita",Pinjar,339,15,15,1,Rashida came running breathlessly towards her.,"Pooro's home, Chatto village in Pinjar",NA,NA,NA,NA,NA,NA,NA,297,Shaikh,Rashida,NA,4,Male,Single,Muslim,Other-identified.Narrator other-attributed,NA,NA,NA,NA,NA,Present,"Shaikh, Rashida in Pinjar","Pooro's home, Chatto village",Private,Hindu,Speculation,CREATED,NA,Chatto Village: Pooro's Home,NA,Pakistan,POINT(73.48151 32.574085),NA,NA,Mandi Bahauddin,Female,Pakistan,31 Aug  1919,338,3112,35,36
"Pritam, Amrita",Pinjar,342,15,15,1,Rashida came running breathlessly towards her.,"Pooro's home, Chatto village in Pinjar",NA,NA,NA,NA,NA,NA,NA,297,Shaikh,Rashida,NA,4,Male,Single,Muslim,Other-identified.Narrator other-attributed,NA,NA,NA,NA,NA,Present,"Shaikh, Rashida in Pinjar","Pooro's home, Chatto village",Private,Hindu,Speculation,CREATED,NA,Chatto Village: Pooro's Home,NA,Pakistan,POINT(73.48151 32.574085),NA,NA,Mandi Bahauddin,Female,Pakistan,31 Aug  1919,338,3112,35,36
"Pritam, Amrita",Pinjar,342,15,15,1,Rashida came running breathlessly towards her.,"Pooro's home, Chatto village in Pinjar",NA,NA,NA,NA,NA,NA,NA,248,Sahukars,Pooro,NA,1,Female,Single,Hindu,Other-identified.Narrator other-attributed,Hindu to Muslim,NA,NA,NA,Pakistan,Present,"Sahukars, Pooro in Pinjar","Pooro's home, Chatto village",Private,Hindu,Speculation,CREATED,NA,Chatto Village: Pooro's Home,NA,Pakistan,POINT(73.48151 32.574085),NA,NA,Mandi Bahauddin,Female,Pakistan,31 Aug  1919,338,3112,35,36
"Pritam, Amrita",Pinjar,345,15,15,2,The third day the Maulvi came with another two or three men.,Rashida's home in Pinjar,NA,NA,NA,NA,NA,NA,NA,347,Unknown,Maulvi,NA,11,Male,Single,Muslim,Definitional,NA,NA,NA,NA,NA,Present,"Unknown, Maulvi in Pinjar",Rashida's home,Private,Muslim,Speculation,CREATED,NA,Sakar Village: Rashid's Home,NA,Pakistan,POINT(73.548589 32.544534),NA,NA,Mandi Bahauddin,Female,Pakistan,31 Aug  1919,334,3114,35,36
"Pritam, Amrita",Pinjar,345,15,15,2,The third day the Maulvi came with another two or three men.,Rashida's home in Pinjar,NA,NA,NA,NA,NA,NA,NA,248,Sahukars,Pooro,NA,1,Female,Single,Hindu,Other-identified.Narrator other-attributed,Hindu to Muslim,NA,NA,NA,Pakistan,Present,"Sahukars, Pooro in Pinjar",Rashida's home,Private,Muslim,Speculation,CREATED,NA,Sakar Village: Rashid's Home,NA,Pakistan,POINT(73.548589 32.544534),NA,NA,Mandi Bahauddin,Female,Pakistan,31 Aug  1919,334,3114,35,36
"Pritam, Amrita",Pinjar,345,15,15,2,The third day the Maulvi came with another two or three men.,Rashida's home in Pinjar,NA,NA,NA,NA,NA,NA,NA,297,Shaikh,Rashida,NA,4,Male,Single,Muslim,Other-identified.Narrator other-attributed,NA,NA,NA,NA,NA,Present,"Shaikh, Rashida in Pinjar",Rashida's home,Private,Muslim,Speculation,CREATED,NA,Sakar Village: Rashid's Home,NA,Pakistan,POINT(73.548589 32.544534),NA,NA,Mandi Bahauddin,Female,Pakistan,31 Aug  1919,334,3114,35,36
"Hosain, Attia",Sunlight on a Broken Column,346,26,28,1,They were all staring at a smaller group in the foreground.,House in Sunlight on a Broken Column,NA,NA,NA,NA,NA,NA,NA,343,Unknown,Jumman,NA,26,Male,Single,Hindu,NA,NA,NA,NA,NA,India,Present,"Unknown, Jumman in Sunlight on a Broken Column",House,Private,Muslim,Speculation,FALSE,NA,NA,TRUE,NA,NA,NA,NA,Lucknow,Female,India,1913,1991,NA,21,5819
"Hosain, Attia",Sunlight on a Broken Column,346,26,28,1,They were all staring at a smaller group in the foreground.,House in Sunlight on a Broken Column,NA,NA,NA,NA,NA,NA,NA,344,Unknown,Nandi,NA,26,Female,Single,Hindu,NA,NA,NA,NA,NA,India,Present,"Unknown, Nandi in Sunlight on a Broken Column",House,Private,Muslim,Speculation,FALSE,NA,NA,TRUE,NA,NA,NA,NA,Lucknow,Female,India,1913,1991,NA,21,5819
"Pritam, Amrita",Pinjar,350,16,16,1,Rashida packed is odds and ends,Rashida's home in Pinjar,NA,NA,NA,NA,NA,NA,NA,248,Sahukars,Pooro,NA,1,Female,Single,Hindu,Other-identified.Narrator other-attributed,Hindu to Muslim,NA,NA,NA,Pakistan,Present,"Sahukars, Pooro in Pinjar",Rashida's home,Private,Muslim,Speculation,CREATED,NA,Sakar Village: Rashid's Home,NA,Pakistan,POINT(73.548589 32.544534),NA,NA,Mandi Bahauddin,Female,Pakistan,31 Aug  1919,334,3114,35,36
"Pritam, Amrita",Pinjar,350,16,16,1,Rashida packed is odds and ends,Rashida's home in Pinjar,NA,NA,NA,NA,NA,NA,NA,297,Shaikh,Rashida,NA,4,Male,Single,Muslim,Other-identified.Narrator other-attributed,NA,NA,NA,NA,NA,Present,"Shaikh, Rashida in Pinjar",Rashida's home,Private,Muslim,Speculation,CREATED,NA,Sakar Village: Rashid's Home,NA,Pakistan,POINT(73.548589 32.544534),NA,NA,Mandi Bahauddin,Female,Pakistan,31 Aug  1919,334,3114,35,36
"Pritam, Amrita",Pinjar,350,16,16,1,Rashida packed is odds and ends,Rashida's home in Pinjar,NA,NA,NA,NA,NA,NA,NA,353,Unknown,Rahima,NA,16,Male,Single,Muslim,Speculation,NA,NA,NA,NA,NA,Present,"Unknown, Rahima in Pinjar",Rashida's home,Private,Muslim,Speculation,CREATED,NA,Sakar Village: Rashid's Home,NA,Pakistan,POINT(73.548589 32.544534),NA,NA,Mandi Bahauddin,Female,Pakistan,31 Aug  1919,334,3114,35,36
"Pritam, Amrita",Pinjar,357,16,16,2,They did not pester her with many questions,Sakkar village in Pinjar,NA,NA,NA,NA,NA,NA,NA,354,Unknown,Women of Rahima's household,NA,16,Female,Group,Muslim,Speculation,NA,NA,NA,NA,NA,Present,"Unknown, Women of Rahima's household in Pinjar",Sakkar village,Public,Unknown,NA,CREATED,NA,NA,FALSE,NA,NA,NA,NA,Mandi Bahauddin,Female,Pakistan,31 Aug  1919,355,NA,35,36
"Pritam, Amrita",Pinjar,357,16,16,2,They did not pester her with many questions,Sakkar village in Pinjar,NA,NA,NA,NA,NA,NA,NA,248,Sahukars,Pooro,NA,1,Female,Single,Hindu,Other-identified.Narrator other-attributed,Hindu to Muslim,NA,NA,NA,Pakistan,Present,"Sahukars, Pooro in Pinjar",Sakkar village,Public,Unknown,NA,CREATED,NA,NA,FALSE,NA,NA,NA,NA,Mandi Bahauddin,Female,Pakistan,31 Aug  1919,355,NA,35,36
"Pritam, Amrita",Pinjar,358,16,16,3,The man tattooed on it the new name,Sakkar village in Pinjar,NA,NA,NA,NA,NA,NA,NA,248,Sahukars,Pooro,NA,1,Female,Single,Hindu,Other-identified.Narrator other-attributed,Hindu to Muslim,NA,NA,NA,Pakistan,Present,"Sahukars, Pooro in Pinjar",Sakkar village,Public,Unknown,NA,CREATED,NA,NA,FALSE,NA,NA,NA,NA,Mandi Bahauddin,Female,Pakistan,31 Aug  1919,355,NA,35,36
"Pritam, Amrita",Pinjar,358,16,16,3,The man tattooed on it the new name,Sakkar village in Pinjar,NA,NA,NA,NA,NA,NA,NA,359,Unknown,Stranger,NA,16,Male,Single,Unknown,NA,NA,NA,NA,NA,NA,Present,"Unknown, Stranger in Pinjar",Sakkar village,Public,Unknown,NA,CREATED,NA,NA,FALSE,NA,NA,NA,NA,Mandi Bahauddin,Female,Pakistan,31 Aug  1919,355,NA,35,36
